	1	2	3	4	5
05_PA14000-4-2_5-10-07_S2.CEL	2.360024	4.3265314	0.0	0.7380986	3.5436683
54375-4-05.CEL	2.0196157	1.4528573	0.0	4.7337837	0.4600442
AKGlu_plus_nt_7-8-09_s1.CEL	3.5058722	2.0492632	0.0	0.0	5.018162
anaerobic_NO3_1.CEL	0.0	0.0	4.221221	0.0	0.8087996
anaerobic_NO3_2.CEL	0.0	0.0	4.3939757	0.0	1.0752563
control1aerobic_Pae_G1a.CEL	0.0	2.0584593	1.4768384	0.0	0.0
control1_anaerobic_Pae_G1a.CEL	0.0	4.035294	0.0	0.0	0.0
control2aerobic_Pae_G1a.CEL	0.0	1.3560925	1.8425496	0.0	0.0
control2_anaerobic_Pae_G1a.CEL	0.0	3.9597	0.0	0.0	0.0
control3aerobic_Pae_G1a.CEL	0.0	2.3124366	1.8154216	0.0	0.0
control3_anaerobic_Pae_G1a.CEL	0.0	4.013578	0.0	0.0	0.0
DB1.CEL	1.2613704	0.0	0.0	0.0	0.0
DB3.CEL	1.0421159	0.0	0.0	0.0	0.0
DC1.CEL	3.3444118	0.9940142	0.0	0.0	0.0
DC2.CEL	2.8010473	0.5432274	0.0	0.0	0.0
DC3.CEL	1.6827438	0.64588815	0.0	0.0	0.0
dPA54375-18-05.CEL	1.9899528	2.0365043	0.0	3.7211123	0.28887907
fos1aerobic_Pae_G1a.CEL	0.0	2.071877	1.3970596	0.0	0.0
fos1_anaerobic_Pae_G1a.CEL	0.0	3.2439084	0.0	0.0	0.0
fos2aerobic_Pae_G1a.CEL	0.0	1.5835766	1.1996164	0.0	0.0
fos2_anaerobic_Pae_G1a.CEL	0.0	3.637292	0.13335633	0.0	0.0
Fos3_aerobic_wdh_Pae_G1a.CEL	0.0	0.4234389	0.0	0.0	0.0
fos3_anaerobic_Pae_G1a.CEL	0.0	3.443533	0.0	0.0	0.0
FT1aerobic_Pae_G1a.CEL	0.0	1.8254577	1.1726546	0.0	0.0
FT1_anaerobic_Pae_G1a.CEL	0.0	3.6093807	0.0	0.0	0.0
FT2_aerobic_wdh_Pae_G1a.CEL	0.0	0.9508954	1.2876015	0.0	0.0
FT2_anaerobic_Pae_G1a.CEL	0.0	3.788392	0.0	0.0	0.0
FT3aerobic_Pae_G1a.CEL	0.0	0.953927	1.0924442	0.0	0.0
FT3_anaerobic_Pae_G1a.CEL	0.0	3.7803364	0.0	0.0	0.0
glu_plus_nt_2_8-25-09_s2.CEL	3.4123611	2.6104836	0.0	0.0	4.584149
GPphhRminus_11-30-09_12-3-09_s1.CEL	3.0454102	4.7276044	0.0	0.0	3.6230063
GPphhRminus_11-4-09_s2.CEL	2.4827282	3.8564038	0.0	1.0209967	3.5441437
GSM1027584_062508WT.CEL	3.5596075	0.0	1.5525787	0.5703174	0.0
GSM1027585_071008WT.CEL	4.720079	0.0	1.4187912	0.30790484	0.0
GSM1027586_062508plcHR.CEL	2.7871969	0.0	3.217071	0.0	0.0
GSM1027587_071008plcHR.CEL	2.409337	0.0	4.3491564	0.0	0.0
GSM1027588_062508gbdR.CEL	3.134975	0.0	3.0620751	0.0	0.0
GSM1027589_071008gbdR.CEL	3.2061503	0.0	3.5426114	0.0	0.0
GSM1067456_PAO1_CK_1.CEL	3.3771052	0.0	2.214151	2.4930782	0.22685543
GSM1067457_PAO1_PAA_1.CEL	2.2872517	0.0	2.1290777	4.136636	0.0
GSM1067458_PAO1_CK_2.CEL	2.9970117	0.0	2.899287	1.5899942	0.02995807
GSM1067459_PAO1_PAA_2.CEL	3.2356598	0.0	2.2848394	2.0668333	0.20787695
GSM1112046_PGAS_25_1A.CEL	0.0	0.0	0.40082923	0.0	0.0
GSM1112047_PGAS_25_2A.CEL	0.0	0.0	0.0	0.0	0.0
GSM1112048_PGAS_25_4A.CEL	0.0	0.0	0.051276565	0.0	0.0
GSM1112049_PGAS_37_1B.CEL	0.0	0.0	0.54479843	0.0	0.0
GSM1112050_PGAS_37_2B.CEL	0.0	0.0	1.293263	0.0	0.0
GSM1112051_PGAS_37_3A.CEL	0.0	0.0	2.004397	0.0	0.0
GSM1133186_Weiqing_He_L-Glu-1_021810.CEL	4.810273	1.0704467	0.0	2.4860477	0.39695752
GSM1133187_Weiqing_He_L-Arg-1_021810.CEL	4.8085704	1.3455554	0.0	1.69469	0.24540463
GSM1133188_Weiqing_He_D-Glu-1_021810.CEL	5.0111423	0.7657674	0.0	2.0301883	0.10093671
GSM1133189_Weiqing_He_L-Glu-2_022410.CEL	4.647718	2.844554	0.0	1.4621207	0.6576656
GSM1133190_Weiqing_He_L-Arg-2_022410.CEL	5.1935577	3.747723	0.0	0.42426878	0.8733429
GSM1133191_Weiqing_He_D-Glu-2_022410.CEL	6.252944	0.8903007	0.6632687	0.0	0.0
GSM1146022_pJN105_1.CEL	1.0426856	4.551179	0.0	1.5725119	1.5538058
GSM1146023_pJN105_2.CEL	0.73545855	3.0192575	0.0	0.8734383	0.85447663
GSM1146024_phaF_1.CEL	0.39438003	3.6910634	0.0	0.82307714	1.3825554
GSM1146025_phaF_2.CEL	1.3915273	4.5488005	0.0	1.1601107	1.6458254
GSM1177842_PAO1-1.CEL	0.0	0.0	6.168303	0.0	0.0
GSM1177843_PAO1-2.CEL	0.067289114	0.0	5.8524866	0.0	0.0
GSM1177844_PAO1-3.CEL	0.06486213	0.0	5.6956162	0.0	0.0
GSM1177845_PAO1-AMV-1.CEL	0.0	0.0	5.360994	0.0	0.2039634
GSM1177846_PAO1-AMV-2.CEL	0.5907688	0.0	5.383508	0.0	0.12061027
GSM1177847_PAO1-AMV-3.CEL	0.45598948	0.0	5.092621	0.0	0.042567044
GSM1181847_gc_WT1_1.CEL	3.4452367	0.0	2.2430727	1.1037416	0.0
GSM1181848_gc_WT2_3.CEL	3.923276	0.0	2.5828981	1.0368221	0.0
GSM1181849_gc_Delta1_2.CEL	3.3200874	0.0	2.719873	0.78405774	0.0
GSM1181850_gc_Delta2_4.CEL	3.8733377	0.0	2.023411	1.3018186	0.0
GSM1191066_sphR-pyr-1.CEL	0.7525727	0.5308318	1.7188542	0.0	0.5670427
GSM1191067_sphR-pyr-2.CEL	0.9114721	0.7444494	1.731113	0.0	0.53626186
GSM1191068_sphR-surf-1.CEL	1.0923584	0.3604043	1.5682514	0.0	0.51077956
GSM1191069_sphR-surf-2.CEL	1.959419	0.6881881	0.8606315	0.0	0.45969105
GSM1191070_WT-pyr-1.CEL	1.2540473	1.0009599	1.3235886	0.0	0.8689997
GSM1191071_WT-pyr-2.CEL	1.0511117	0.60551155	1.5844615	0.0	0.4641113
GSM1191072_WT-surf-1.CEL	1.0136849	0.27254245	1.7624767	0.0	0.5272307
GSM1191073_WT-surf-2.CEL	1.9653215	0.91801023	0.48882565	0.0	0.40275222
GSM1206643_WT-PYR-1.CEL	0.0	1.242515	0.7639203	0.0	0.0
GSM1206644_WT-PYR-2.CEL	0.0	1.0227077	0.8040188	0.0	0.0
GSM1206645_WT-CHO-1.CEL	0.0	0.80137724	0.8844453	0.0	0.0
GSM1206646_WT-CHO-2.CEL	0.0	0.7641238	0.4016585	0.0	0.0
GSM1206647_WT-DTC-1.CEL	0.0	0.918509	0.37738162	0.0	0.0
GSM1206648_WT-DTC-2.CEL	0.0	0.87203497	0.09092456	0.0	0.0
GSM1206649_WT-ETC-1.CEL	0.0	0.61667585	0.76875955	0.0	0.0
GSM1206650_WT-ETC-2.CEL	0.0	0.4073119	0.607202	0.0	0.0
GSM1206651_WT-PRC-1.CEL	0.0	0.5074446	0.65204585	0.0	0.0
GSM1206652_WT-PRC-2.CEL	0.0	0.63838255	0.83381426	0.0	0.0
GSM1206653_dgcA-CHO-1.CEL	0.0	0.2325805	0.52576184	0.0	0.0
GSM1206654_dgcA-CHO-2.CEL	0.0	0.23682643	0.751366	0.0	0.0
GSM1237734_M9_H103_2_51059600653056031211409890238138.CEL	4.826698	0.0	0.9531367	0.0	0.0
GSM1237735_M9_H103_3_51059600653061050411410396750551.CEL	4.6102643	0.0	1.1525848	0.0	0.0
GSM1237736_M9_H103_4_51059600653061050411410396750502.CEL	5.171055	0.0	0.720345	0.85796803	0.0
GSM1237737_M9_PAOSX_1_51059600653060050411410396750419.CEL	4.2810354	0.0	0.29193544	2.7525206	0.0
GSM1237738_M9_PAOSX_3_51059600653060050411410396750359.CEL	4.916059	0.0	0.17516428	1.9428788	0.0
GSM1237739_M9_PAOSX_4_51059600653061050411410396750526.CEL	4.784699	0.0	0.14971393	1.3907688	0.0
GSM1244967_PAO1-22-replicate-01.CEL	0.0	0.0	1.6406937	0.0	0.0
GSM1244968_PAO1-22-replicate-02.CEL	0.0	0.0	1.4658246	0.0	0.0
GSM1244969_PAO1-22-replicate-03.CEL	0.0	0.0	1.8327792	0.0	0.0
GSM1244970_PAO1-37-replicate-01.CEL	0.0	0.0	1.7475661	0.0	0.0
GSM1244971_PAO1-37-replicate-02.CEL	0.0	0.0	1.8089565	0.0	0.0
GSM1244972_PAO1-37-replicate-03.CEL	0.0	0.0	1.6050713	0.0	0.0
GSM1267086_HZI1981_G1a.CEL	4.3372054	0.0	1.684233	0.0	0.0
GSM1267087_HZI1950_Pae_G1a.CEL	5.0094976	0.0	2.1402955	0.0	0.0
GSM1267088_HZI1951_Pae_G1a.CEL	4.7151823	0.0	1.1550603	0.0	0.0
GSM1267089_HZI1952_Pae_G1a.CEL	4.9521484	0.0	1.5722468	0.0	0.0
GSM1267090_HZI1953a_Pae_G1a.CEL	4.3146067	0.0	1.7927253	0.0	0.0
GSM1267091_HZI1954_Pae_G1a.CEL	2.842169	0.0	2.9819071	0.0	0.0
GSM1267092_HZI1955_Pae_G1a.CEL	4.392995	1.4465991	1.6450365	0.9877639	0.020782292
GSM1267093_HZI1956_Pae_G1a.CEL	2.442544	0.0	3.091257	0.48559535	0.0
GSM1267094_HZI1958_Pae_G1a.CEL	2.1787174	0.0	1.9308186	0.4078011	0.0
GSM1267095_HZI1959_Pae_G1a.CEL	1.6617305	0.0	1.4701985	0.3903613	0.0
GSM1267096_HZI1960a_Pae_G1a.CEL	3.2050595	0.0	2.4926171	1.4812083	0.0
GSM1267097_HZI1961_Pae_G1a.CEL	3.408359	0.0	1.4452727	1.1937481	0.0
GSM1267098_HZI1962_Pae_G1a.CEL	4.0861034	0.0	1.162269	1.4245565	0.0
GSM1267099_HZI1963_Pae_G1a.CEL	4.043442	0.0	0.45474705	0.9612763	0.0
GSM1267100_HZI1966_Pae_G1a.CEL	5.253152	0.0	1.9738519	0.0	0.0
GSM1267101_HZI1967_Pae_G1a.CEL	3.2875338	0.0	0.5057967	0.0	0.0
GSM1267102_HZI1968_Pae_G1a.CEL	5.631294	0.0	1.5481406	0.0	0.0
GSM1267103_HZI1969_Pae_G1a.CEL	5.694691	0.0	1.7226799	0.0	0.0
GSM1267104_HZI1970_Pae_G1a.CEL	5.8454347	0.0	1.6225102	0.0	0.0
GSM1267105_HZI1971_Pae_G1a.CEL	5.5724196	0.0	1.6082797	0.0	0.0
GSM1267106_HZI1972_Pae_G1a.CEL	5.467387	0.0	1.5913162	0.0	0.0
GSM1267107_HZI1973_Pae_G1a.CEL	5.5818276	0.0	1.5442076	0.0	0.0
GSM1267108_HZI1974_G1a.CEL	5.1840925	0.0	1.6226394	0.0	0.0
GSM1267109_HZI1975_G1a.CEL	5.033384	0.0	1.2995166	0.0	0.0
GSM1267110_HZI1976_G1a.CEL	3.9229188	0.0	0.7400574	0.0	0.0
GSM1267111_HZI1977_G1a.CEL	4.0807395	0.0	0.9257306	0.0	0.0
GSM1267112_HZI1978_G1a.CEL	5.2376604	0.0	1.3177111	0.0	0.0
GSM1267113_HZI1979_G1a.CEL	5.3116913	0.0	1.3429388	0.0	0.0
GSM155231.CEL	4.7451315	1.3822348	0.0	1.139527	0.0
GSM155239.CEL	2.645457	1.7168325	0.0	2.886438	0.0
GSM155240.CEL	4.1515784	3.821486	0.0	1.41002	0.38400346
GSM155241.CEL	4.021675	2.7451735	0.04391128	2.0188036	0.6088316
GSM155242.CEL	3.6540751	3.6165433	0.0	3.3216932	0.8554346
GSM155243.CEL	4.479795	2.4130979	0.0	2.4313025	0.5456681
GSM155244.CEL	3.3483863	5.0182204	0.0	1.8179255	1.270054
GSM155245.CEL	3.3994722	4.9930987	0.0	2.4112036	1.2949626
GSM156153.CEL	4.4031267	1.4958823	0.0	0.034771323	0.0
GSM156154.CEL	0.0	0.0	0.0	0.0	0.0
GSM156155.CEL	4.4814982	1.3834968	0.0	0.0	0.0
GSM156156.CEL	3.773584	1.4727113	0.0	0.0	0.0
GSM156157.CEL	4.4618883	2.872087	0.0	0.0	0.0
GSM156158.CEL	5.173068	3.0501213	0.0	0.0	0.0
GSM156172.CEL	2.4750707	3.564838	0.0	0.0	0.0
GSM156173.CEL	3.876742	3.033299	0.0	0.0	0.0
GSM156174.CEL	2.9272141	0.0	1.6573125	0.0	0.0
GSM156175.CEL	2.9608297	0.0	1.7314091	0.0	0.0
GSM175247.CEL	0.9854646	0.0	2.525574	0.0	0.0
GSM175248.CEL	0.0	0.0	0.7026617	0.0	0.0
GSM177216.CEL	4.215485	0.0	3.052583	0.9183675	0.79174066
GSM177218.CEL	3.0195408	0.0	2.5552022	0.0	0.31413874
GSM187265.CEL	3.190175	0.10272981	0.2297194	0.0	0.0
GSM187266.CEL	3.9516673	2.1687334	0.0	0.0	0.0
GSM187267.CEL	4.4481072	0.8863794	0.0	0.0	0.0
GSM187270.CEL	0.0	0.0	0.0	0.0	1.3015919
GSM187281.CEL	2.2336044	0.6682283	0.0	0.0	1.4894464
GSM187282.CEL	0.0	0.14315286	0.0	0.0	1.813143
GSM187283.CEL	0.0	1.9316047	0.0	0.0	0.27173963
GSM187284.CEL	0.0	0.9334641	0.0	0.0	0.15540567
GSM197237.CEL	3.5658703	0.0	2.4992046	1.6734145	0.015908778
GSM197238.CEL	0.0	0.0	0.0	0.0	0.0
GSM198186.CEL	5.3985085	0.24673074	0.0	0.0	0.0
GSM198187.CEL	5.0582657	1.1037724	0.0	0.0	0.0
GSM198188.CEL	3.2757258	1.0621092	0.0	0.0	0.0
GSM198189.CEL	3.431241	0.46384448	0.45210746	0.0	0.0
GSM198190.CEL	5.0391707	1.9056468	0.0	0.0	0.0
GSM198191.CEL	4.825176	1.365578	0.0	0.0	0.0
GSM199982.CEL	3.265136	0.0	3.3632877	0.0	0.2755934
GSM199983.CEL	3.200677	0.0	3.2350547	0.0	0.33328736
GSM199984.CEL	3.2955103	0.0	1.7839093	0.06260723	0.01332891
GSM199985.CEL	3.5126529	0.0	1.9158001	0.12834173	0.033499807
GSM199986.CEL	3.362967	0.0	1.8388665	0.107079506	0.019981682
GSM208602.CEL	0.69823253	0.0	0.40938255	4.3032875	3.067007
GSM208603.CEL	0.64108694	0.0	0.010109007	4.607547	3.5709825
GSM208604.CEL	0.45745814	0.0	0.0	3.8316517	2.842607
GSM208605.CEL	0.0	1.6595662	0.0	3.5650373	3.623341
GSM208606.CEL	0.0	0.0	0.0	3.017484	2.7375822
GSM208607.CEL	0.0	0.0	0.0	2.2789478	2.8951406
GSM208608.CEL	0.0	0.0	0.0	4.294194	3.4595518
GSM208609.CEL	0.0	0.08954491	0.0	3.3727322	2.323565
GSM208610.CEL	0.0	2.5827641	0.0	2.6364279	3.8642282
GSM208611.CEL	0.0	0.0	0.0	4.032441	3.8262348
GSM208612.CEL	0.0	0.65177786	0.0	4.0432186	3.5155854
GSM208613.CEL	0.0	0.0	0.0	4.4486856	2.6641126
GSM208614.CEL	0.0	0.0	0.0	4.951996	3.1007729
GSM208615.CEL	1.8318903	0.0	0.0	2.624127	0.20245111
GSM208616.CEL	2.1663187	0.46805215	0.0	4.0472155	0.0
GSM208617.CEL	2.710516	0.2996346	0.0	4.3247337	0.32562992
GSM208618.CEL	2.7385297	0.0	0.0	4.271624	0.6510947
GSM208619.CEL	1.8346399	0.0	0.0	4.1106486	0.5847378
GSM208620.CEL	2.4205594	0.0	0.0	3.0780365	0.0
GSM208621.CEL	3.54209	0.14318223	0.0	4.1885443	0.23588455
GSM234928.CEL	2.481263	0.0	2.751537	0.0	0.0
GSM234929.CEL	0.0	0.0	0.0	0.0	0.0
GSM242671.CEL	0.88354623	0.0	3.3572116	0.0	4.6450043
GSM242676.CEL	1.609516	1.7219592	0.11317116	0.300739	4.751006
GSM242677.CEL	0.6271563	0.0	3.428828	0.0	4.120414
GSM243221.CEL	0.19860947	2.2666702	0.0	1.8928497	3.52285
GSM243222.CEL	0.8990264	0.0	0.0	2.8938162	3.8785195
GSM243223.CEL	1.8329483	0.6213575	0.0	3.2632039	1.8668236
GSM243224.CEL	2.0503645	0.56811297	0.0	3.2731085	1.3401935
GSM244065.CEL	2.8676121	0.0	3.2993307	1.4106891	0.0
GSM244066.CEL	3.0552878	0.0	3.3101158	1.2428367	0.0
