loss	val_loss	learning_rate	batch_size	epochs	kappa
3620.4398571705956	3796.037841796875	0.001	100	100	0.01
3504.8500862344663	3543.22900390625	0.001	100	100	0.01
3482.8820543791117	3585.6171875	0.001	100	100	0.01
3467.2564276087355	3480.485595703125	0.001	100	100	0.01
3459.6915176123903	3459.065673828125	0.001	100	100	0.01
3452.6014896861293	3432.39306640625	0.001	100	100	0.01
3445.1645893297696	3430.833984375	0.001	100	100	0.01
3441.063175312957	3420.044189453125	0.001	100	100	0.01
3437.2011861522296	3415.78564453125	0.001	100	100	0.01
3434.7028023346124	3421.935546875	0.001	100	100	0.01
3431.254758600603	3415.184814453125	0.001	100	100	0.01
3432.7572942365678	3411.868408203125	0.001	100	100	0.01
3424.412657620614	3425.33349609375	0.001	100	100	0.01
3425.8152255231175	3414.14794921875	0.001	100	100	0.01
3420.8697731062684	3408.248779296875	0.001	100	100	0.01
3416.7243552403143	3398.791748046875	0.001	100	100	0.01
3415.5915241799157	3405.310791015625	0.001	100	100	0.01
3413.3442211485744	3401.489501953125	0.001	100	100	0.01
3410.3252424273574	3400.82568359375	0.001	100	100	0.01
3406.529655233461	3403.343505859375	0.001	100	100	0.01
3410.9998486613667	3388.051025390625	0.001	100	100	0.01
3405.1785795869882	3396.500244140625	0.001	100	100	0.01
3403.7859229372257	3390.590576171875	0.001	100	100	0.01
3401.301152457968	3391.1220703125	0.001	100	100	0.01
3401.2599969161183	3395.03564453125	0.001	100	100	0.01
3398.1669579221493	3386.185302734375	0.001	100	100	0.01
3397.2092784859283	3382.77197265625	0.001	100	100	0.01
3392.8397480925623	3384.513427734375	0.001	100	100	0.01
3392.5311015168127	3382.01318359375	0.001	100	100	0.01
3392.5191414816336	3383.238525390625	0.001	100	100	0.01
3389.6662797537465	3378.195068359375	0.001	100	100	0.01
3389.2783645719114	3380.044677734375	0.001	100	100	0.01
3386.6107270536368	3381.2490234375	0.001	100	100	0.01
3383.1289333767363	3374.155517578125	0.001	100	100	0.01
3384.8453618992144	3374.762451171875	0.001	100	100	0.01
3382.319768537555	3368.141845703125	0.001	100	100	0.01
3381.6606930738303	3365.921142578125	0.001	100	100	0.01
3383.095456128929	3366.798583984375	0.001	100	100	0.01
3380.0302548771015	3374.628173828125	0.001	100	100	0.01
3378.722287897478	3371.1884765625	0.001	100	100	0.01
3375.716679801718	3361.41015625	0.001	100	100	0.01
3375.813473707054	3362.94677734375	0.001	100	100	0.01
3374.23217059576	3364.9130859375	0.001	100	100	0.01
3372.9112056263707	3361.24072265625	0.001	100	100	0.01
3371.2273049159357	3359.1591796875	0.001	100	100	0.01
3369.0955446477524	3363.08740234375	0.001	100	100	0.01
3367.5809804459063	3363.47314453125	0.001	100	100	0.01
3366.9402940538193	3362.73193359375	0.001	100	100	0.01
3365.4837368078397	3355.03662109375	0.001	100	100	0.01
3365.116029616685	3358.64697265625	0.001	100	100	0.01
3365.2285498903507	3351.69580078125	0.001	100	100	0.01
3364.825743558114	3356.09912109375	0.001	100	100	0.01
3364.1547408968386	3356.30810546875	0.001	100	100	0.01
3359.6970728824012	3347.751953125	0.001	100	100	0.01
3360.90881704587	3349.638427734375	0.001	100	100	0.01
3360.0132621185126	3353.200439453125	0.001	100	100	0.01
3358.947385553728	3345.947998046875	0.001	100	100	0.01
3359.0499160498903	3351.492431640625	0.001	100	100	0.01
3356.656791106999	3343.456787109375	0.001	100	100	0.01
3356.508543494152	3345.06689453125	0.001	100	100	0.01
3357.6120305646928	3342.376953125	0.001	100	100	0.01
3353.3810249908624	3344.40625	0.001	100	100	0.01
3353.5261730171783	3343.103515625	0.001	100	100	0.01
3352.0819484420686	3342.443115234375	0.001	100	100	0.01
3352.666443941886	3341.253173828125	0.001	100	100	0.01
3350.487063402321	3342.55615234375	0.001	100	100	0.01
3353.57067514163	3340.55859375	0.001	100	100	0.01
3351.0267583835894	3337.05322265625	0.001	100	100	0.01
3349.7002338610196	3342.7802734375	0.001	100	100	0.01
3349.679079290022	3333.341796875	0.001	100	100	0.01
3346.9864409151132	3338.653076171875	0.001	100	100	0.01
3347.223752741228	3334.669189453125	0.001	100	100	0.01
3344.5591091579863	3339.479248046875	0.001	100	100	0.01
3342.7654279742324	3332.869140625	0.001	100	100	0.01
3346.40582453856	3337.67529296875	0.001	100	100	0.01
3344.8706468727155	3337.101318359375	0.001	100	100	0.01
3344.5649528280337	3330.41552734375	0.001	100	100	0.01
3343.1267304002195	3335.4384765625	0.001	100	100	0.01
3342.9038442868236	3334.63427734375	0.001	100	100	0.01
3344.8853010211074	3333.947998046875	0.001	100	100	0.01
3340.008793345669	3331.9306640625	0.001	100	100	0.01
3341.8182851334063	3328.872314453125	0.001	100	100	0.01
3340.4165867141814	3329.79833984375	0.001	100	100	0.01
3338.8565937956873	3336.401611328125	0.001	100	100	0.01
3337.3389143023574	3329.47705078125	0.001	100	100	0.01
3336.3760222496344	3327.2607421875	0.001	100	100	0.01
3338.3327479669224	3329.7236328125	0.001	100	100	0.01
3336.7517246893276	3322.434814453125	0.001	100	100	0.01
3335.292053579587	3324.635498046875	0.001	100	100	0.01
3334.2811029445356	3320.41943359375	0.001	100	100	0.01
3334.4875316954494	3327.41455078125	0.001	100	100	0.01
3333.0418251439146	3321.897705078125	0.001	100	100	0.01
3332.2286826685854	3325.067138671875	0.001	100	100	0.01
3332.537467733461	3319.314453125	0.001	100	100	0.01
3330.688041106999	3319.767822265625	0.001	100	100	0.01
3330.5934730217473	3321.731689453125	0.001	100	100	0.01
3329.29425941155	3324.126220703125	0.001	100	100	0.01
3331.092891938505	3318.645751953125	0.001	100	100	0.01
3328.8048245614036	3317.524658203125	0.001	100	100	0.01
3329.440071329039	3319.558837890625	0.001	100	100	0.01
